Supplementary Data to
NGRIP Members, Nature 431, 147 - 151 (09 September 2004); doi:10.1038/nature02805


High resolution Climate Record of the Northern Hemisphere back into the last Interglacial Period

North Greenland Ice-Core Project (NorthGRIP) Members

In this text file we list the NGRIP oxygen 18 values as 50 year mean values
using the same preliminary age scale as in Figure 2c of the accompanying paper.
Data was measured against VSMOW at the Niels Bohr Institute for Astronomy, 
Physics and Geophysics, Department of Geophysics, University of Copenhagen.  
Accuracy of individual measurements is 0.07 %. 
The initial isotope data series is based on 5 cm continuous sampling from
surface to bottom of the core, or 61100 individual measurements.
Improved dating of the NGRIP core and additional data will be posted on 
our web site http://www.glaciology.gfy.ku.dk/ngrip/index_eng.htm when 
it becomes available.

Copenhagen June 6, 2004.
Sigfus J. Johnsen <sigfus@gfy.ku.dk>.


ss09sea age       Del 18O
years BP 2000	permille
113350.000	  -37.20
113350.000	  -37.33
113400.000	  -37.33
113400.000	  -37.20
113450.000	  -37.20
113450.000	  -37.05
113500.000	  -37.05
113500.000	  -37.75
113550.000	  -37.75
113550.000	  -37.92
113600.000	  -37.92
113600.000	  -37.52
113650.000	  -37.52
113650.000	  -37.62
113700.000	  -37.62
113700.000	  -37.22
113750.000	  -37.22
113750.000	  -37.27
113800.000	  -37.27
113800.000	  -37.07
113850.000	  -37.07
113850.000	  -37.36
113900.000	  -37.36
113900.000	  -37.02
113950.000	  -37.02
113950.000	  -37.29
114000.000	  -37.29
114000.000	  -37.31
114050.000	  -37.31
114050.000	  -36.81
114100.000	  -36.81
114100.000	  -37.46
114150.000	  -37.46
114150.000	  -37.53
114200.000	  -37.53
114200.000	  -37.18
114250.000	  -37.18
114250.000	  -37.07
114300.000	  -37.07
114300.000	  -37.28
114350.000	  -37.28
114350.000	  -37.33
114400.000	  -37.33
114400.000	  -37.25
114450.000	  -37.25
114450.000	  -37.03
114500.000	  -37.03
114500.000	  -37.29
114550.000	  -37.29
114550.000	  -37.13
114600.000	  -37.13
114600.000	  -37.20
114650.000	  -37.20
114650.000	  -37.25
114700.000	  -37.25
114700.000	  -37.24
114750.000	  -37.24
114750.000	  -37.02
114800.000	  -37.02
114800.000	  -37.07
114850.000	  -37.07
114850.000	  -37.24
114900.000	  -37.24
114900.000	  -36.95
114950.000	  -36.95
114950.000	  -37.01
115000.000	  -37.01
115000.000	  -37.34
115050.000	  -37.34
115050.000	  -37.39
115100.000	  -37.39
115100.000	  -37.18
115150.000	  -37.18
115150.000	  -37.05
115200.000	  -37.05
115200.000	  -37.17
115250.000	  -37.17
115250.000	  -37.12
115300.000	  -37.12
115300.000	  -36.99
115350.000	  -36.99
115350.000	  -36.73
115400.000	  -36.73
115400.000	  -36.97
115450.000	  -36.97
115450.000	  -37.54
115500.000	  -37.54
115500.000	  -37.99
115550.000	  -37.99
115550.000	  -38.46
115600.000	  -38.46
115600.000	  -38.80
115650.000	  -38.80
115650.000	  -38.49
115700.000	  -38.49
115700.000	  -38.01
115750.000	  -38.01
115750.000	  -38.62
115800.000	  -38.62
115800.000	  -38.51
115850.000	  -38.51
115850.000	  -38.56
115900.000	  -38.56
115900.000	  -38.61
115950.000	  -38.61
115950.000	  -38.30
116000.000	  -38.30
116000.000	  -38.41
116050.000	  -38.41
116050.000	  -38.74
116100.000	  -38.74
116100.000	  -38.58
116150.000	  -38.58
116150.000	  -38.56
116200.000	  -38.56
116200.000	  -38.63
116250.000	  -38.63
116250.000	  -38.52
116300.000	  -38.52
116300.000	  -38.13
116350.000	  -38.13
116350.000	  -38.09
116400.000	  -38.09
116400.000	  -38.45
116450.000	  -38.45
116450.000	  -38.37
116500.000	  -38.37
116500.000	  -38.33
116550.000	  -38.33
116550.000	  -38.42
116600.000	  -38.42
116600.000	  -37.86
116650.000	  -37.86
116650.000	  -38.03
116700.000	  -38.03
116700.000	  -38.48
116750.000	  -38.48
116750.000	  -38.14
116800.000	  -38.14
116800.000	  -37.97
116850.000	  -37.97
116850.000	  -38.11
116900.000	  -38.11
116900.000	  -38.40
116950.000	  -38.40
116950.000	  -38.39
117000.000	  -38.39
117000.000	  -38.26
117050.000	  -38.26
117050.000	  -38.11
117100.000	  -38.11
117100.000	  -38.05
117150.000	  -38.05
117150.000	  -38.07
117200.000	  -38.07
117200.000	  -38.03
117250.000	  -38.03
117250.000	  -37.90
117300.000	  -37.90
117300.000	  -38.01
117350.000	  -38.01
117350.000	  -38.00
117400.000	  -38.00
117400.000	  -38.16
117450.000	  -38.16
117450.000	  -38.21
117500.000	  -38.21
117500.000	  -38.15
117550.000	  -38.15
117550.000	  -38.00
117600.000	  -38.00
117600.000	  -37.74
117650.000	  -37.74
117650.000	  -37.35
117700.000	  -37.35
117700.000	  -37.72
117750.000	  -37.72
117750.000	  -37.81
117800.000	  -37.81
117800.000	  -37.69
117850.000	  -37.69
117850.000	  -37.67
117900.000	  -37.67
117900.000	  -37.39
117950.000	  -37.39
117950.000	  -37.27
118000.000	  -37.27
118000.000	  -37.42
118050.000	  -37.42
118050.000	  -37.52
118100.000	  -37.52
118100.000	  -37.70
118150.000	  -37.70
118150.000	  -37.63
118200.000	  -37.63
118200.000	  -37.75
118250.000	  -37.75
118250.000	  -37.88
118300.000	  -37.88
118300.000	  -37.88
118350.000	  -37.88
118350.000	  -37.78
118400.000	  -37.78
118400.000	  -37.68
118450.000	  -37.68
118450.000	  -37.59
118500.000	  -37.59
118500.000	  -37.32
118550.000	  -37.32
118550.000	  -36.92
118600.000	  -36.92
118600.000	  -37.26
118650.000	  -37.26
118650.000	  -37.17
118700.000	  -37.17
118700.000	  -37.48
118750.000	  -37.48
118750.000	  -37.31
118800.000	  -37.31
118800.000	  -37.12
118850.000	  -37.12
118850.000	  -37.30
118900.000	  -37.30
118900.000	  -37.51
118950.000	  -37.51
118950.000	  -37.20
119000.000	  -37.20
119000.000	  -36.70
119050.000	  -36.70
119050.000	  -36.82
119100.000	  -36.82
119100.000	  -36.99
119150.000	  -36.99
119150.000	  -36.98
119200.000	  -36.98
119200.000	  -36.95
119250.000	  -36.95
119250.000	  -36.35
119300.000	  -36.35
119300.000	  -36.68
119350.000	  -36.68
119350.000	  -36.69
119400.000	  -36.69
119400.000	  -35.85
119450.000	  -35.85
119450.000	  -35.80
119500.000	  -35.80
119500.000	  -35.70
119550.000	  -35.70
119550.000	  -35.60
119600.000	  -35.60
119600.000	  -35.65
119650.000	  -35.65
119650.000	  -35.45
119700.000	  -35.45
119700.000	  -35.49
119750.000	  -35.49
119750.000	  -35.35
119800.000	  -35.35
119800.000	  -34.88
119850.000	  -34.88
119850.000	  -34.68
119900.000	  -34.68
119900.000	  -34.93
119950.000	  -34.93
119950.000	  -35.01
120000.000	  -35.01
120000.000	  -34.74
120050.000	  -34.74
120050.000	  -34.81
120100.000	  -34.81
120100.000	  -34.72
120150.000	  -34.72
120150.000	  -34.52
120200.000	  -34.52
120200.000	  -34.41
120250.000	  -34.41
120250.000	  -34.32
120300.000	  -34.32
120300.000	  -34.61
120350.000	  -34.61
120350.000	  -34.48
120400.000	  -34.48
120400.000	  -34.29
120450.000	  -34.29
120450.000	  -34.35
120500.000	  -34.35
120500.000	  -34.32
120550.000	  -34.32
120550.000	  -34.20
120600.000	  -34.20
120600.000	  -34.18
120650.000	  -34.18
120650.000	  -34.03
120700.000	  -34.03
120700.000	  -33.95
120750.000	  -33.95
120750.000	  -33.81
120800.000	  -33.81
120800.000	  -33.54
120850.000	  -33.54
120850.000	  -33.66
120900.000	  -33.66
120900.000	  -33.67
120950.000	  -33.67
120950.000	  -33.39
121000.000	  -33.39
121000.000	  -33.35
121050.000	  -33.35
121050.000	  -33.34
121100.000	  -33.34
121100.000	  -33.32
121150.000	  -33.32
121150.000	  -33.14
121200.000	  -33.14
121200.000	  -32.79
121250.000	  -32.79
121250.000	  -32.85
121300.000	  -32.85
121300.000	  -32.67
121350.000	  -32.67
121350.000	  -32.70
121400.000	  -32.70
121400.000	  -32.60
121450.000	  -32.60
121450.000	  -32.69
121500.000	  -32.69
121500.000	  -32.89
121550.000	  -32.89
121550.000	  -32.64
121600.000	  -32.64
121600.000	  -32.39
121650.000	  -32.39
121650.000	  -32.43
121700.000	  -32.43
121700.000	  -32.33
121750.000	  -32.33
121750.000	  -32.46
121800.000	  -32.46
121800.000	  -32.45
121850.000	  -32.45
121850.000	  -32.35
121900.000	  -32.35
121900.000	  -32.39
121950.000	  -32.39
121950.000	  -32.37
122000.000	  -32.37
122000.000	  -32.34
122050.000	  -32.34
122050.000	  -32.26
122100.000	  -32.26
122100.000	  -32.27
122150.000	  -32.27
122150.000	  -32.15
122200.000	  -32.15
122200.000	  -32.32
122250.000	  -32.32
122250.000	  -32.34
122300.000	  -32.34
122300.000	  -32.33
122350.000	  -32.33
122350.000	  -32.30
122400.000	  -32.30
122400.000	  -32.33
122450.000	  -32.33
122450.000	  -32.36
122500.000	  -32.36
122500.000	  -32.49
122550.000	  -32.49
122550.000	  -32.59
122600.000	  -32.59
122600.000	  -32.58
122650.000	  -32.58
122650.000	  -32.64
122700.000	  -32.64
122700.000	  -32.64
122750.000	  -32.64
122750.000	  -32.49
122800.000	  -32.49
122800.000	  -32.47
122850.000	  -32.47
122850.000	  -32.68
122900.000	  -32.68
122900.000	  -32.62
122950.000	  -32.62
